City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Camargo,73,MX,1626069779,44,27.6667,-105.1667,81.45,10.8
San Jose,75,US,1626069400,79,37.3394,-121.895,66.88,10.36
Constitución,38,CL,1626069779,71,-35.3333,-72.4167,45.03,4.61
Nemuro,100,JP,1626069770,93,43.3236,145.575,60.75,10.78
Cao Bang,72,VN,1626069779,53,22.6667,106.25,92.53,9.42
Bariloche,58,AR,1626069635,94,-41.1456,-71.3082,35.78,7.11
Mayo,4,US,1626069650,87,38.8876,-76.5119,80.91,3.0
Quelimane,47,MZ,1626069780,71,-17.8786,36.8883,73.6,3.02
Amahai,92,ID,1626069780,86,-3.3333,128.9167,79.59,7.05
Kamenka,0,RU,1626069781,52,51.3223,42.7678,75.42,9.95
The Valley,97,AI,1626069781,77,18.217,-63.0578,82.09,23.04
Kropotkin,0,RU,1626069781,46,45.4375,40.5756,82.31,3.53
Shīeli,0,KZ,1626069782,17,44.1667,66.75,92.3,6.62
Catalina,56,US,1626069782,58,32.5056,-110.9211,89.46,12.28
San Patricio,58,US,1626069782,95,28.017,-97.5169,82.89,6.71
Bereda,90,ES,1626069783,100,43.2686,-7.5406,57.42,3.96
Rzhishchëv,56,UA,1626069783,69,49.9689,31.0463,80.17,7.27
Isangel,82,VU,1626069784,87,-19.55,169.2667,72.57,12.55
Laje,8,BR,1626069784,92,-10.1833,-40.9667,62.82,4.65
Sarankhola,100,BD,1626069784,57,22.3082,89.7897,91.74,10.4
‘Ewa Beach,99,US,1626069785,64,21.3156,-158.0072,79.99,11.99
Nampula,79,MZ,1626069785,79,-15.1165,39.2666,68.0,9.28
Kharp,90,RU,1626069785,83,66.8014,65.8081,43.02,8.9
Ōdate,96,JP,1626069786,87,40.2686,140.5683,76.24,3.27
Jiaojiang,100,CN,1626069786,73,28.6803,121.4428,97.0,13.73
Pevek,47,RU,1626069787,67,69.7008,170.3133,55.53,0.34
Alihe,47,CN,1626069787,61,50.5667,123.7167,81.12,8.14
Nizhniy Kuranakh,100,RU,1626069787,69,58.8353,125.4869,66.43,4.88
Severnoye,75,RU,1626069787,53,56.3491,78.3619,77.32,5.79
Bodden Town,73,KY,1626069788,90,19.2833,-81.25,82.92,15.79
Shubarkuduk,41,KZ,1626069788,43,49.1447,56.4872,77.09,11.05
Calvinia,1,ZA,1626069789,56,-31.4707,19.776,41.92,5.48
Dalvik,15,IS,1626069789,81,65.9702,-18.5286,55.9,2.01
Geraldton,90,AU,1626069789,60,-28.7667,114.6,72.01,23.02
Cabo San Lucas,19,MX,1626069514,67,22.8909,-109.9124,88.61,7.0
Ulladulla,100,AU,1626069790,61,-35.35,150.4667,61.88,6.06
Mount Isa,74,AU,1626069609,13,-20.7333,139.5,82.17,12.66
Canoa,68,DO,1626069790,83,18.355,-71.1585,77.38,5.21
Provideniya,0,RU,1626069791,76,64.3833,-173.3,44.71,6.71
Houston,40,US,1626069046,84,29.7633,-95.3633,82.8,3.0
Butaritari,98,KI,1626069791,71,3.0707,172.7902,83.73,14.05
San Juan,5,AR,1626069653,58,-31.5375,-68.5364,50.47,2.01
Newton,90,US,1626069792,93,42.337,-71.2092,69.78,1.99
Roquetas de Mar,41,ES,1626069792,60,36.7642,-2.6148,73.4,11.05
Oistins,66,BB,1626069792,82,13.0667,-59.5333,79.43,21.16
Mojokerto,26,ID,1626069793,46,-7.4664,112.4338,89.31,8.23
Guerrero Negro,4,MX,1626069793,85,27.9769,-114.0611,67.32,12.24
Omboué,100,GA,1626069794,88,-1.5746,9.2618,74.66,8.48
Lata,77,PT,1626069794,93,40.1629,-8.3327,58.93,3.78
Bowen,31,AU,1626069794,64,-20.0167,148.2333,71.38,15.9
Sisimiut,83,GL,1626069794,77,66.9395,-53.6735,42.82,3.76
Alofi,0,NU,1626069795,84,-19.0595,-169.9187,77.14,15.08
Ambilobe,1,MG,1626069795,47,-13.2,49.05,80.73,8.93
Bethal,0,ZA,1626069796,50,-26.4579,29.4655,46.53,5.03
Biak,66,ID,1626069796,86,-0.9131,122.8766,78.89,11.01
Abaza,98,RU,1626069796,64,52.655,90.0928,70.59,6.04
Ixtapa,100,MX,1626069797,96,20.7,-105.2,76.3,1.57
Al Bardīyah,0,LY,1626069797,59,31.7561,25.0865,79.66,7.92
Lintangan,90,PH,1626069797,78,7.2155,121.952,83.64,4.36
Shingū,100,JP,1626069798,81,33.7333,135.9833,80.91,1.77
Waingapu,12,ID,1626069798,54,-9.6567,120.2641,85.1,17.05
Buşayrā,0,JO,1626069618,35,30.7376,35.6078,76.35,5.41
Neuquén,6,AR,1626069624,46,-38.9516,-68.0591,43.43,7.74
San Angelo,100,US,1626069598,93,31.4638,-100.437,71.98,1.99
Zarubino,52,RU,1626069799,83,42.63,131.0922,74.37,9.15
Price,42,US,1626069799,20,39.5994,-110.8107,78.12,7.27
Harper,81,LR,1626069799,76,4.375,-7.7169,76.42,6.31
Huanren,90,CN,1626069800,55,41.2647,125.3667,88.43,8.23
Petrykivka,0,UA,1626069800,63,48.7298,34.6351,77.92,7.99
Traralgon,100,AU,1626069800,64,-38.1833,146.5333,60.42,1.99
Okha,100,RU,1626069801,97,53.5739,142.9478,60.24,1.3
Nanzhou,71,CN,1626069801,55,29.3596,112.4024,95.02,12.59
Malinovoye Ozero,70,RU,1626069801,40,51.6753,79.7825,79.92,6.76
Nyurba,98,RU,1626069802,38,63.2842,118.3319,76.55,3.11
Santa Cruz de Tenerife,43,ES,1626069802,57,28.4682,-16.2546,86.59,9.22
Matara,73,LK,1626069802,71,5.9485,80.5353,85.1,19.08
Porto Nacional,9,BR,1626069789,51,-10.7081,-48.4172,70.23,2.28
Puerto El Triunfo,98,SV,1626069803,92,13.2833,-88.55,75.36,3.6
Rocha,80,UY,1626069803,88,-34.4833,-54.3333,48.13,6.15
Strezhevoy,33,RU,1626069803,36,60.7333,77.5889,60.78,3.2
Rincon,1,US,1626069804,97,32.296,-81.2354,80.85,4.61
Pangnirtung,8,CA,1626069804,63,66.1451,-65.7125,50.27,0.78
Ostrovnoy,94,RU,1626069804,75,68.0531,39.5131,48.27,7.94
Narsaq,100,GL,1626069805,99,60.9167,-46.05,46.62,4.7
Port Hueneme,20,US,1626069600,86,34.1478,-119.1951,78.62,4.61
Cockburn Town,31,TC,1626069805,86,21.4612,-71.1419,81.16,23.58
Kenai,92,US,1626069806,59,60.5544,-151.2583,59.09,6.13
Uvira,24,CD,1626069806,61,-3.4067,29.1458,74.52,2.37
Taoudenni,12,ML,1626069806,37,22.6783,-3.9836,90.55,7.14
Mahabalipuram,100,IN,1626069807,53,12.6264,80.1722,89.65,14.92
Mujiayingzi,100,CN,1626069807,72,42.1167,118.7833,74.84,23.6
Kang,0,BW,1626069808,36,-23.6752,22.7876,48.45,8.95
Bayan,85,CN,1626069808,60,46.0833,127.4,86.86,4.21
Bartica,83,GY,1626069808,99,6.4,-58.6167,77.32,1.61
Grande Prairie,56,CA,1626069809,66,55.1667,-118.8027,58.14,4.94
Lompoc,90,US,1626069809,91,34.6391,-120.4579,65.21,5.75
Porto Belo,0,BR,1626069788,87,-27.1578,-48.5531,60.17,4.47
Talnakh,85,RU,1626069810,59,69.4865,88.3972,46.08,9.93
Konëvo,37,RU,1626069810,58,62.1215,39.3192,78.06,5.7
Tūkrah,0,LY,1626069810,61,32.5341,20.5791,81.12,13.71
San Borja,26,BO,1626069811,82,-14.8167,-66.85,70.77,2.15
Makkah al Mukarramah,31,SA,1626069527,18,21.4267,39.8261,96.04,7.92
Ippy,100,CF,1626069811,97,6.2679,21.2247,69.53,1.52
Mrakovo,38,RU,1626069811,36,52.7161,56.6244,71.53,11.81
Quatre Cocos,38,MU,1626069812,57,-20.2078,57.7625,74.08,18.5
Seinäjoki,0,FI,1626069812,61,62.7945,22.8282,73.98,1.01
Madimba,76,TZ,1626069812,76,-10.4,40.3333,74.86,12.39
Balkanabat,0,TM,1626069813,16,39.5108,54.3671,96.28,2.08
Laas,7,IT,1626069813,77,46.6166,10.7002,61.02,2.46
Vanimo,86,PG,1626069813,68,-2.6741,141.3028,85.21,10.33
Villazón,0,BO,1626069814,35,-22.0866,-65.5942,41.9,0.94
Naliya,100,IN,1626069814,63,23.2667,68.8333,88.99,4.99
Qaqortoq,100,GL,1626069814,98,60.7167,-46.0333,46.9,1.45
Fortuna Foothills,1,US,1626069815,36,32.6578,-114.4119,94.21,8.01
Sechura,43,PE,1626069815,79,-5.5569,-80.8222,67.1,8.55
Ingham,90,US,1626069815,87,42.6,-84.3833,66.38,3.44
Suffolk,90,US,1626069593,96,40.8668,-72.7996,75.42,8.01
Mogadouro,90,PT,1626069816,68,41.3403,-6.7119,53.78,14.52
Talcahuano,1,CL,1626069619,83,-36.7167,-73.1167,44.69,5.12
Vostok,45,RU,1626069816,70,46.4856,135.8833,77.61,4.63
Batemans Bay,100,AU,1626069619,57,-35.7167,150.1833,62.2,4.97
Berezovyy,82,RU,1626069817,68,51.6667,135.7,79.65,5.37
Ayan,98,RU,1626069818,88,56.45,138.1667,57.99,3.67
Talas,0,TR,1626069818,60,38.6908,35.5538,72.27,4.61
Tuatapere,98,NZ,1626069819,93,-46.1333,167.6833,42.73,3.42
Toamasina,72,MG,1626069819,81,-18.1667,49.3833,71.6,5.75
Nadym,88,RU,1626069820,47,65.5333,72.5167,52.74,11.39
Kozhva,16,RU,1626069820,43,65.1073,57.0459,55.35,8.3
Sheridan,1,US,1626069820,31,44.8333,-106.9173,76.01,1.01
Izhmorskiy,82,RU,1626069821,58,56.194,86.6414,74.1,3.69
Jiexiu,82,CN,1626069821,37,37.0244,111.9125,89.06,12.21
Ambulu,15,ID,1626069821,63,-8.345,113.6058,85.95,9.53
Soyo,66,AO,1626069822,81,-6.1349,12.3689,72.57,5.39
Bonfim,100,BR,1626069822,91,3.0833,-59.95,73.33,3.18
Saldanha,79,ZA,1626069822,89,-33.0117,17.9442,55.04,21.7
Perth,75,AU,1626069821,65,-31.9333,115.8333,69.98,24.16
Inuvik,96,CA,1626069823,65,68.3499,-133.7218,42.58,7.67
Katsuura,96,JP,1626069823,79,35.1333,140.3,84.31,12.15
Thompson,99,CA,1626069701,79,55.7435,-97.8558,66.63,5.64
Itaqui,100,BR,1626069678,78,-29.1253,-56.5531,63.7,9.44
Faya,60,SA,1626069824,21,18.3851,42.4509,79.32,14.5
Ust-Kuyga,89,RU,1626069824,47,70.0167,135.6,50.94,3.56
Yar-Sale,82,RU,1626069825,57,66.8333,70.8333,48.36,15.73
Makubetsu,83,JP,1626069825,87,45.3714,141.8211,69.21,4.09
Carolina,97,PR,1626069825,85,18.3808,-65.9574,82.47,12.8
Verkhniy Rohachyk,85,UA,1626069826,64,47.2505,34.338,76.41,4.63
Palana,79,RU,1626069826,72,59.1167,159.9667,55.18,2.68
Paamiut,100,GL,1626069826,95,61.994,-49.6678,41.76,6.62
Leningradskiy,22,RU,1626069827,46,69.3833,178.4167,74.08,11.86
Springfield,90,US,1626069771,96,37.2153,-93.2982,66.04,1.01
Riyadh,7,SA,1626069733,10,24.6877,46.7219,104.56,7.23
Melo,87,UY,1626069827,92,-32.3667,-54.1833,56.34,5.55
Sapa,100,PH,1626069828,76,5.1544,120.3241,83.1,3.38
Margate,100,GB,1626069655,90,51.3813,1.3862,59.92,1.99
Fenoarivo,75,MG,1626069828,88,-18.933,47.4354,57.27,6.91
Fenoarivo Atsinanana,83,MG,1626069829,86,-17.3667,49.4167,71.02,8.05
Edd,42,ER,1626069829,56,13.9297,41.6925,92.84,8.86
Boshnyakovo,93,RU,1626069829,85,49.6333,142.1667,66.31,10.13
Kiama,100,AU,1626069830,64,-34.6833,150.8667,64.38,5.01
La Ronge,97,CA,1626069830,62,55.1001,-105.2842,64.22,8.05
Pitimbu,24,BR,1626069830,86,-7.4706,-34.8086,74.62,10.07
Lixouri,20,GR,1626069831,74,38.2019,20.4314,82.26,4.61
Puerto Ayacucho,91,VE,1626069831,92,5.6639,-67.6236,74.46,2.93
College,98,US,1626069832,48,64.8569,-147.8028,66.9,0.72
Vila Velha,20,BR,1626069832,94,-20.3297,-40.2925,62.55,2.3
Ponta Delgada,75,PT,1626069832,77,37.7333,-25.6667,66.92,5.75
Buluang,100,PH,1626069833,72,13.3068,123.3425,87.03,2.01
Arrondissement de Montbrison,99,FR,1626069833,90,45.6667,4.0833,64.74,3.58
Kushmurun,100,KZ,1626069833,87,52.4503,64.6311,54.55,20.2
Bambanglipuro,17,ID,1626069834,71,-7.95,110.2833,70.61,11.12
Pedraza,97,CO,1626069834,87,10.1874,-74.915,76.82,3.38
Nebolchi,0,RU,1626069834,60,59.1239,33.3454,78.44,2.06
Tomatlán,100,MX,1626069835,93,19.9333,-105.25,75.81,3.85
São Gabriel da Cachoeira,99,BR,1626069835,99,-0.1303,-67.0892,70.5,0.43
Pacasmayo,94,PE,1626069836,85,-7.4006,-79.5714,65.46,10.2
Valley City,75,US,1626069836,100,46.9233,-98.0032,67.19,8.05
Vanavara,100,RU,1626069836,40,60.34,102.2797,75.06,5.55
Ouégoa,87,NC,1626069837,65,-20.35,164.4333,70.65,5.57
Jalu,0,LY,1626069837,65,29.0331,21.5482,81.63,4.47
Damara,100,CF,1626069837,94,4.9608,18.7035,70.36,0.69
Spiridonovka,0,RU,1626069838,45,53.0925,50.6462,69.01,15.05
Awjilah,0,LY,1626069838,70,29.1081,21.2869,80.53,4.63
Arawa,100,PG,1626069838,70,-6.2132,155.5367,83.61,4.38
Aksu,99,CN,1626069839,20,41.1231,80.2644,88.84,8.57
Yuzhno-Kurilsk,100,RU,1626069839,94,44.0306,145.8556,59.81,7.99
Ushtobe,3,KZ,1626069839,20,45.2514,77.9838,91.02,16.17
Freeport,90,US,1626069699,96,40.6576,-73.5832,76.98,3.0
Bafoulabé,100,ML,1626069840,90,13.8065,-10.8321,74.52,1.07
Puerto Maldonado,95,PE,1626069840,70,-12.6,-69.1833,75.94,1.68
Kérouané,99,GN,1626069841,98,9.2667,-9.0167,68.5,3.18
Piaçabuçu,37,BR,1626069841,88,-10.4056,-36.4344,72.7,6.85
Mumford,74,GH,1626069841,85,5.2618,-0.759,75.49,7.36
Gualan,68,GT,1626069842,97,15.1333,-89.3667,71.17,0.98
Båtsfjord,0,NO,1626069842,58,70.6345,29.7185,58.78,10.36
Olafsvik,100,IS,1626069843,89,64.8945,-23.7142,52.93,17.25
Port Hardy,14,CA,1626069701,92,50.6996,-127.4199,53.01,8.61
Tepalcatepec,100,MX,1626069843,87,19.1833,-102.85,72.75,2.33
Kavaratti,100,IN,1626069844,81,10.5669,72.642,82.42,22.37
Bintulu,85,MY,1626069844,82,3.1667,113.0333,81.84,5.73
Ovalle,100,CL,1626069844,91,-30.5983,-71.2003,51.21,1.32
Sakakah,0,SA,1626069845,16,29.9697,40.2064,94.84,8.57
Sola,68,VU,1626069845,80,-13.8833,167.55,79.7,11.77
Richards Bay,0,ZA,1626069845,71,-28.783,32.0377,63.05,14.0
Kisangani,75,CD,1626069846,76,0.5167,25.2,75.33,1.19
Pushkino,0,RU,1626069846,50,56.0172,37.8667,79.18,5.46
Sioux Lookout,12,CA,1626069846,53,50.1001,-91.917,69.78,7.74
Mil'kovo,59,RU,1626069846,58,54.7167,158.6167,76.71,4.27
Colac,97,AU,1626069847,64,-38.3333,143.5833,60.15,15.95
Baymak,33,RU,1626069847,46,52.5933,58.3225,64.81,12.86
Cortez,1,US,1626069848,39,37.3489,-108.5859,73.51,4.61
Muroto-misakicho,100,JP,1626069848,77,33.2833,134.15,79.95,5.08
Zyryanka,99,RU,1626069848,92,65.75,150.85,51.6,22.37
Yerbogachën,53,RU,1626069848,51,61.2767,108.0108,71.1,4.59
Leshan,42,CN,1626069849,57,29.5623,103.7639,91.65,5.57
Takoradze,32,GH,1626069849,85,4.8845,-1.7554,74.88,6.24
Barra dos Coqueiros,40,BR,1626069747,94,-10.9089,-37.0386,69.82,3.44
Vardø,40,NO,1626069850,87,70.3705,31.1107,58.75,6.91
Dédougou,73,BF,1626069850,83,12.4667,-3.4667,73.85,5.55
West Bay,71,KY,1626069850,84,19.3667,-81.4167,82.99,3.0
Grootfontein,5,NA,1626069851,37,-19.5667,18.1167,51.48,4.88
Kaura Namoda,92,NG,1626069851,69,12.5898,6.5779,79.02,6.82
Seydişehir,0,TR,1626069851,32,37.4193,31.8453,77.31,3.78
Pictou,100,CA,1626069852,77,45.6834,-62.7153,66.43,6.71
Port Hedland,51,AU,1626069852,54,-20.3167,118.5667,84.25,11.5
Paita,52,PE,1626069852,83,-5.0892,-81.1144,66.65,8.05
Susanville,1,US,1626069853,28,40.4163,-120.653,78.64,1.99
Kayes,100,ML,1626069853,86,14.0,-11.0,73.76,3.06
Tsimmerbude,2,RU,1626069853,82,54.675,20.1347,71.65,8.25
Fillmore,0,US,1626069608,93,43.6666,-92.1002,62.62,4.5
Magistral'nyy,48,RU,1626069854,43,56.1725,107.4458,73.8,6.58
Luena,0,AO,1626069854,45,-11.7833,19.9167,50.72,2.8
Shetpe,0,KZ,1626069854,22,44.1667,52.1167,87.91,7.47
Batticaloa,87,LK,1626069855,50,7.7102,81.6924,90.88,12.75
Shambu,76,ET,1626069855,79,9.5667,37.1,56.03,2.35
Adrar,69,MR,1626069856,35,20.5022,-10.0711,84.06,3.71
Cabras,10,IT,1626069856,39,39.93,8.5314,79.92,7.45
Horki,2,BY,1626069857,69,54.2861,30.9842,76.73,6.08
Hay River,91,CA,1626069611,80,60.8156,-115.7999,56.43,13.96
Tokmak,13,UA,1626069857,54,47.2514,35.7058,82.6,9.95
Todos Santos,24,MX,1626069857,92,23.45,-110.2167,88.11,4.45
Fredericksburg,1,US,1626069607,85,38.3032,-77.4605,79.86,1.01
Aitape,89,PG,1626069858,76,-3.1374,142.3475,83.93,10.27
Nicoya,100,CR,1626069858,94,10.1483,-85.452,72.95,2.13
Srednekolymsk,7,RU,1626069858,57,67.45,153.6833,72.0,10.47
Vestmannaeyjar,49,IS,1626069859,91,63.4427,-20.2734,52.25,18.52
Shawnee,75,US,1626069859,84,39.05,-95.7669,68.45,1.01
Galveston,70,US,1626069859,88,29.3669,-94.9669,82.96,1.01
Panjakent,33,TJ,1626069860,29,39.4952,67.6093,84.0,8.28
Águas Vermelhas,67,BR,1626069860,93,-15.7472,-41.46,54.84,3.0
Hammerfest,0,NO,1626069860,68,70.6634,23.6821,64.85,6.91
Torres,6,BR,1626069861,90,-29.3353,-49.7269,56.59,4.94
Fukuechō,100,JP,1626069861,86,32.6881,128.8419,81.19,11.97
Tutin,3,RS,1626069861,76,42.9903,20.3314,66.25,1.57
Tāndā,62,IN,1626069862,55,26.55,82.65,93.58,13.44
Inírida,98,CO,1626069862,99,3.8653,-67.9239,72.27,0.83
Sibolga,100,ID,1626069862,89,1.7427,98.7792,77.85,0.76
São José da Coroa Grande,3,BR,1626069863,85,-8.8978,-35.1478,74.39,8.28
Dahuk,0,IQ,1626069600,15,36.8695,42.994,95.14,7.05
Palmeira das Missões,69,BR,1626069713,66,-27.8994,-53.3136,55.2,6.31
Guanay,100,BO,1626069863,81,-15.4975,-67.8797,72.39,1.21
Chifeng,100,CN,1626069864,61,42.2683,118.9636,79.3,23.33
Andreapol',3,RU,1626069864,62,56.6513,32.2664,77.67,4.29
Zhangaözen,5,KZ,1626069864,19,43.3,52.8,89.35,3.98
Rosetown,47,CA,1626069865,60,51.5501,-108.0014,63.73,8.88
Imbituba,1,BR,1626069617,84,-28.24,-48.6703,63.82,6.24
Sobolevo,4,RU,1626069865,71,54.4299,31.8996,76.75,6.46
Aberdeen,75,GB,1626069865,100,57.1437,-2.0981,60.49,4.61
Marabu,68,MY,1626069866,70,4.4148,114.0089,85.37,6.93
Kencong,11,ID,1626069866,66,-8.2833,113.3667,84.38,9.17
Severo-Kuril'sk,80,RU,1626069866,88,50.6789,156.125,54.97,7.23
Catubig,98,PH,1626069867,61,12.4098,125.0548,89.31,6.78
Beyneu,55,KZ,1626069867,40,45.3167,55.2,85.98,10.49
São Félix do Xingu,28,BR,1626069867,59,-6.6447,-51.995,69.75,1.45
Mnogovershinnyy,100,RU,1626069868,91,53.9353,139.9242,62.55,1.16
Zhangye,0,CN,1626069868,14,38.9342,100.4517,93.11,4.81
Tezu,71,IN,1626069868,54,27.9167,96.1667,91.18,3.8
Saint-Pierre,0,RE,1626069868,55,-21.3393,55.4781,75.29,3.44
Dingli,20,MT,1626069869,83,35.8614,14.3822,77.81,5.75
Caucayá,99,CO,1626069869,99,-0.1934,-74.7819,70.56,1.92
Nanga Eboko,100,CM,1626069870,94,4.6833,12.3667,68.43,4.03
Luocheng,39,CN,1626069870,56,29.3848,104.0286,91.87,3.15
Chanthaburi,60,TH,1626069870,82,12.8333,102.1667,74.14,3.56
Calabozo,82,VE,1626069871,83,8.9242,-67.4293,74.21,4.12
Opuwo,10,NA,1626069871,38,-18.0607,13.84,54.48,3.22
Chapais,0,CA,1626069871,65,49.7834,-74.8492,50.02,4.81
Doumé,91,CM,1626069872,98,4.2333,13.45,67.91,3.27
Humaitá,28,BR,1626069872,60,-7.5061,-63.0208,71.76,2.51
Tual,80,ID,1626069872,82,-5.6667,132.75,81.16,17.81
